2327.66 2161.97 2083.46 2272.27 2463.19 2590.39 2603.16 2626.22 2607.3 2562.36 2442.99 2289.4 2156.44 2058.91 1957.49 1842.66 1701.64 1560.04 1420.73 1267.87 1144.93 1089.88 1072.35 1048.79 1039.37 1051.43 1084.6 1140.25 1159.44 1182.23 1155.38 1243.14 1393.81 1239.79 1066.07 1092.19 1057.96 1023.19 1084.05 989.63 960.37 944.09 905.52 891.93 841.25 784.41 740.49 670.74 586.17 532.16 510.69 498.26 500.61 579.92 675.06 556.85 489.63 503.27 578.9 558.66 593.17 704.45 871.3 968.74 914.66 827.11 799.69 775.75 777.51 819.73 929.21 1047.55 1177.52 1334.18 1507.17 1475.48 1552.37 1446.6 1372.0 1486.11 1399.54 1340.14 1375.02 1473.98 1694.0 1843.29 1922.5 1920.57 2027.19 2098.05 2296.51 2397.92 2436.43 2345.54 2509.42 2581.11 2587.27 2608.9 2701.13 2645.2 2629.5 2616.58 2554.85 2308.86 2131.68 2221.18 2208.39 2251.69 2429.58 2539.52 2340.19 2209.17 2102.6 2097.09 1901.35 1777.61 1771.68 2020.95 1980.38 2198.71 2368.7 2257.11 2039.13 1822.89 1613.55 1673.64 1516.09 1322.83 1315.19 1325.42 1349.98 1372.58 1359.24 1366.41 1367.05 1457.98 1501.81 1563.44 1509.83 1439.31 1475.49
2260.86 2147.36 2166.78 2327.76 2480.45 2545.62 2531.84 2540.72 2518.94 2512.76 2427.98 2327.03 2218.43 2119.86 2029.85 1917.68 1815.28 1693.84 1518.31 1322.94 1233.85 1108.53 1060.08 1021.28 990.36 990.02 1036.85 1050.06 1074.69 1081.17 1149.5 1106.11 1295.86 1305.1 1038.53 1044.76 999.3 1003.71 978.98 955.53 915.25 877.79 909.34 845.04 772.15 719.51 691.62 619.17 548.27 478.54 444.95 437.24 446.02 508.01 581.14 532.07 489.11 502.53 524.43 536.75 594.26 682.99 823.24 790.83 776.07 736.42 681.97 654.15 659.0 755.2 932.37 994.06 1154.69 1245.34 1347.17 1252.02 1332.37 1316.54 1181.87 1288.23 1263.83 1203.27 1423.68 1601.8 1597.23 1707.34 1848.14 1850.0 1908.24 2178.73 2244.58 2269.51 2229.17 2322.55 2427.29 2401.97 2412.96 2546.51 2648.57 2503.72 2417.19 2514.46 2528.51 2481.58 2400.7 2299.27 2071.93 2054.58 2257.36 2468.75 2365.96 2160.5 1934.25 1825.25 1792.97 1617.6 1749.42 1800.91 1944.76 2139.23 2317.24 2194.72 2012.41 1758.4 1593.38 1431.75 1374.78 1248.18 1253.56 1226.3 1264.75 1279.87 1302.48 1334.57 1346.73 1420.85 1469.3 1553.34 1474.76 1439.45 1468.74
2121.51 2074.81 2135.19 2348.91 2434.81 2436.82 2423.23 2447.79 2461.76 2464.79 2370.15 2285.32 2204.15 2102.96 2007.53 1917.29 1797.45 1661.46 1517.36 1356.1 1247.81 1113.85 1037.34 1011.63 995.5 990.71 962.3 975.17 987.66 1018.91 996.74 1064.41 1158.79 1330.97 1096.45 985.24 969.4 940.08 938.65 960.48 883.36 847.22 842.96 786.76 721.67 644.15 614.72 545.75 501.77 441.41 396.58 385.55 392.86 462.35 499.31 491.85 467.44 482.5 495.23 510.72 554.18 628.32 650.64 548.37 607.39 588.01 554.72 499.75 480.03 677.55 933.96 1028.2 1057.1 1145.99 1187.91 1101.87 1188.98 1202.4 1084.08 1215.36 1134.46 1302.73 1430.62 1430.65 1577.12 1696.2 1680.3 1689.46 1911.15 2091.26 2124.31 2101.04 2094.68 2211.29 2285.96 2382.51 2317.42 2408.2 2556.9 2361.6 2285.68 2425.32 2512.6 2465.43 2258.63 2205.36 2003.11 2126.16 2174.37 2355.99 2394.39 2250.96 2052.39 1773.68 1645.22 1531.53 1606.59 1643.44 1887.22 2084.38 2245.43 2114.7 2031.31 1837.59 1588.93 1357.43 1211.71 1200.69 1205.26 1183.3 1191.43 1233.65 1234.78 1278.29 1286.7 1345.31 1426.09 1542.56 1412.39 1367.76 1425.04
2052.38 1998.24 2014.07 2168.76 2278.91 2319.35 2277.58 2336.59 2399.21 2405.01 2335.18 2283.38 2218.6 2128.57 2008.41 1871.75 1736.56 1586.65 1461.15 1371.71 1257.71 1113.98 995.51 990.97 995.79 1000.27 888.39 904.86 904.28 935.39 936.9 956.1 1073.9 1254.63 1094.77 912.85 938.67 891.83 881.25 887.44 837.0 787.97 755.37 712.39 647.33 607.78 555.55 508.55 436.94 407.56 361.94 343.2 347.61 460.25 461.93 447.89 435.68 437.3 469.46 478.38 525.71 536.81 527.92 494.56 481.4 454.47 394.32 411.9 432.39 563.6 842.63 867.97 917.16 1049.71 1034.61 935.53 1063.11 1035.9 993.18 1048.97 1196.04 1245.73 1278.02 1494.32 1546.99 1505.65 1557.49 1755.67 1980.02 1942.05 2055.94 1980.61 2033.51 2032.75 2191.9 2251.65 2189.28 2385.5 2435.92 2282.13 2163.95 2354.29 2459.35 2374.67 2261.25 2076.63 1985.13 1952.74 2027.61 2173.8 2337.99 2290.03 2113.34 1968.01 1863.04 1685.21 1438.34 1630.45 1858.53 2020.71 2192.32 2104.95 1922.65 1735.14 1597.22 1400.68 1195.96 1129.39 1158.79 1082.42 1134.72 1182.18 1216.55 1223.85 1240.83 1281.02 1367.39 1527.05 1386.07 1299.22 1338.06
1988.96 1949.78 1947.54 2018.15 2114.01 2176.7 2209.91 2262.06 2337.07 2346.48 2260.53 2164.99 2123.1 2101.59 2062.02 1960.46 1825.34 1682.49 1515.26 1387.4 1235.9 1111.01 972.73 977.66 997.49 1011.58 1010.99 812.9 832.79 877.82 889.86 915.79 1103.67 1240.88 1086.34 923.72 822.49 840.7 826.76 826.92 781.56 730.54 678.97 644.4 571.26 542.16 506.6 462.63 414.03 348.64 325.28 302.46 303.1 367.46 402.54 403.69 396.49 399.13 402.02 418.2 444.02 466.51 451.13 404.96 368.71 365.9 364.92 364.63 382.16 585.73 666.96 764.51 885.6 962.96 906.54 779.15 913.46 848.04 925.85 960.29 1088.72 1139.83 1343.56 1400.14 1362.22 1420.64 1632.38 1781.3 1874.28 1894.29 1882.24 1865.13 1859.33 1991.87 2041.51 2078.17 2160.25 2300.94 2354.34 2136.77 2088.58 2388.45 2371.38 2261.45 2263.29 2097.13 1853.57 1791.89 1782.87 1873.84 2187.33 2279.55 2167.77 2055.34 1919.11 1609.74 1459.1 1586.48 1746.17 1961.82 2154.34 2029.24 1956.91 1755.19 1582.81 1421.52 1229.97 1067.66 1108.02 1050.98 1058.55 1095.19 1119.11 1138.99 1175.05 1222.16 1359.31 1493.12 1404.06 1318.01 1304.66
1726.66 1684.4 1777.35 1963.34 2051.76 2062.12 2116.07 2205.31 2274.18 2296.12 2234.19 2088.02 1956.07 1931.01 1898.87 1841.33 1751.39 1673.07 1545.75 1404.55 1242.76 1109.28 998.15 993.85 1014.09 1025.8 1007.51 718.82 740.14 799.9 860.46 949.07 992.35 1197.19 1069.16 898.36 830.39 810.56 755.45 766.44 708.31 659.32 591.14 558.34 514.08 476.34 418.91 377.63 346.22 307.79 289.16 279.39 271.6 278.24 321.92 334.12 329.1 316.69 333.24 384.75 383.66 388.61 364.08 335.99 294.68 303.98 329.64 329.26 373.95 513.66 659.4 674.16 832.51 784.64 741.1 686.31 721.84 662.37 783.75 926.4 950.36 1136.62 1208.55 1200.02 1200.0 1414.52 1542.17 1706.11 1701.39 1777.6 1688.94 1696.14 1674.7 1867.7 1974.87 1918.57 2125.74 2295.46 2224.56 1994.22 2193.17 2431.29 2245.24 2104.87 2130.76 1982.04 1858.98 1615.46 1658.99 1828.15 2122.72 2221.47 2154.53 1999.15 1888.6 1743.98 1586.97 1669.97 1801.28 1939.85 2079.14 1968.8 1812.25 1760.45 1670.27 1480.52 1328.77 1115.16 1044.44 1011.42 1000.65 1040.53 1059.88 1082.69 1106.19 1237.17 1250.82 1427.1 1438.57 1312.75 1290.81
1529.66 1473.88 1591.39 1797.54 1952.51 1998.67 2006.72 2116.56 2223.56 2221.83 2220.53 2148.84 1989.63 1842.25 1770.69 1682.73 1593.08 1512.07 1405.54 1303.14 1202.86 1071.38 1005.32 1005.78 1022.77 1039.43 961.55 848.7 688.96 742.56 811.09 869.75 942.83 1113.82 1022.92 909.77 839.55 804.37 674.67 715.4 663.79 597.8 538.15 507.29 468.75 416.88 353.96 310.09 298.48 262.55 259.85 258.86 253.28 267.49 286.63 287.99 272.82 263.62 283.7 327.9 334.58 337.66 314.54 301.43 296.01 275.5 277.44 311.26 343.26 476.88 499.33 650.06 706.66 609.16 567.6 582.68 591.18 600.33 671.37 769.47 936.37 973.02 1096.91 1039.09 1098.24 1275.99 1413.19 1617.33 1623.42 1663.73 1571.83 1503.99 1598.61 1710.54 1767.79 1917.65 1968.96 2209.79 2120.27 1946.2 2128.44 2265.27 2108.97 1918.2 1959.43 1924.24 1673.83 1497.62 1615.72 1740.96 1938.04 2114.99 2184.0 1962.6 1694.85 1513.95 1465.73 1666.92 1794.66 1905.22 1961.86 2005.23 1804.03 1671.07 1505.54 1411.56 1375.98 1156.7 953.89 944.43 945.36 990.26 1008.82 1032.89 1067.63 1144.59 1255.73 1342.15 1325.91 1273.29 1211.56
1499.86 1486.88 1531.56 1666.28 1837.2 1957.51 1994.38 2020.66 2111.89 2155.2 2171.11 2141.92 2099.38 1974.13 1804.44 1637.95 1516.76 1418.67 1294.18 1163.54 1050.35 1003.99 1000.23 1007.11 1029.78 994.01 694.75 614.16 606.01 653.88 713.31 794.9 908.67 972.4 950.33 886.79 828.88 780.72 711.98 677.64 618.44 553.86 495.33 466.57 419.9 359.01 293.02 243.24 239.28 237.95 231.33 233.43 236.21 249.03 256.28 253.7 240.99 224.77 237.52 257.41 270.87 277.75 273.54 274.59 266.19 248.58 238.41 268.11 297.28 410.7 515.67 570.34 530.21 498.67 501.97 541.48 499.96 491.35 541.33 679.09 711.41 903.96 912.04 844.99 1083.14 1182.7 1323.65 1466.99 1374.05 1474.61 1456.51 1403.74 1513.91 1655.01 1737.22 1767.28 2030.97 2095.3 1974.15 1842.36 2071.37 2207.02 1988.68 1852.74 1764.32 1836.73 1698.88 1461.35 1436.71 1569.96 1636.17 1866.07 2105.04 1903.33 1625.12 1440.77 1322.24 1560.73 1690.46 1800.88 1845.39 1975.4 1874.29 1751.86 1551.18 1390.19 1212.52 1076.21 912.73 900.98 884.27 928.16 943.49 964.75 1006.16 1099.91 1172.11 1225.71 1239.26 1188.6 1127.56
1541.39 1522.23 1500.7 1573.18 1774.82 1965.16 1999.74 1998.72 2017.61 2095.37 2123.33 2060.93 2057.86 2037.04 1961.79 1767.48 1616.47 1478.98 1340.03 1170.1 987.57 937.28 968.96 1015.61 1030.32 802.36 475.15 496.52 539.95 596.18 661.7 744.62 802.91 851.5 845.58 824.88 795.84 768.56 708.87 634.78 570.75 530.8 484.08 438.85 374.29 307.9 246.94 195.86 199.49 201.71 206.12 211.24 210.68 225.94 226.67 224.55 218.41 208.48 210.7 209.6 209.42 221.46 230.05 236.83 220.44 209.17 194.83 229.51 248.39 331.4 324.01 320.58 315.28 332.37 399.56 453.07 354.26 327.57 381.24 490.88 570.91 737.31 695.87 729.16 930.41 1085.98 1263.91 1298.14 1212.14 1385.4 1290.15 1253.84 1481.11 1477.78 1574.87 1737.67 1993.84 2009.7 1796.85 1921.42 2029.59 2099.77 1882.28 1680.79 1565.48 1584.78 1606.07 1553.76 1283.13 1428.35 1431.85 1656.68 1996.02 1923.16 1768.12 1574.82 1327.3 1298.1 1523.29 1671.35 1757.52 1803.25 1922.76 1765.84 1542.18 1374.63 1282.56 1124.22 953.16 823.92 812.48 858.52 870.04 905.94 976.47 1026.4 1077.04 1133.47 1131.82 1104.82 1049.33
1700.82 1649.42 1564.87 1500.91 1763.56 1993.64 1950.26 1956.83 1999.92 2034.07 2052.58 2017.43 1957.88 1900.41 1950.86 1834.7 1714.87 1563.27 1416.93 1214.42 998.24 873.46 916.63 1000.1 972.67 661.98 463.37 418.35 479.54 533.5 586.2 652.11 709.01 758.32 785.16 782.64 780.77 753.99 687.13 569.43 527.29 519.88 480.43 415.45 335.05 266.06 214.41 179.76 166.32 171.67 182.28 189.34 198.45 205.52 205.68 204.21 191.43 197.11 194.09 187.83 187.4 181.7 197.93 211.09 206.15 183.43 162.01 188.79 215.21 218.08 174.1 179.49 182.75 243.59 343.34 273.86 252.97 251.81 287.49 384.98 525.12 529.52 556.36 747.15 802.8 984.54 1111.55 1111.6 1132.98 1143.08 1147.98 1191.36 1410.76 1413.04 1597.81 1762.46 1934.99 1861.73 1711.03 1735.97 1946.05 2057.27 1866.81 1701.76 1483.27 1405.11 1367.51 1406.81 1256.25 1228.51 1244.35 1512.23 1809.36 1920.16 1781.77 1568.83 1481.4 1343.01 1226.63 1391.84 1556.23 1657.94 1745.89 1858.04 1660.37 1471.07 1355.25 1233.99 998.18 803.46 745.99 760.08 807.75 859.9 922.55 945.99 979.16 1013.68 1033.62 1025.3 1002.15
